"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C0854706","Neonatal infection","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"23705",1
"C1291314","Deficiency of monooxygenase","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"79017",1
"C1299433","Left main coronary artery disease","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"1071",1
"C1321546","Anaplastic large B-cell lymphoma","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"6382",1
"C1332884","Central nervous system leukaemia","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"930",1
"C1512709","Chronic Lymphoproliferative Disorder of NK-Cells","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"3824",1
"C1842680","Small earlobe","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"5792",1
"C1844906","Broad finger","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"6812",1
"C1857632","Narrow palm","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"4692",1
"C1868950","Multiple myeloma progression","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"3198",1
"C3150773","CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"613",1
"C3897558","Soluble Interleukin 6 Receptor Measurement","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"5270",1
"C4021343","Broad hallux phalanx","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"2239",1
"C4023986","Broad phalanx of the toes","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"6812",1
"C4725024","Refractory Leukemia","1/95","17/21671",0.0719920948589585,0.272983125338555,0.239146344371749,"930",1
"C0206623","Adenosquamous carcinoma","2/95","101/21671",0.0726472629422017,0.275067034832028,0.240971949294206,"3855/11343",2
"C0851578","Sleep Disorders","4/95","360/21671",0.07379114182082,0.276353197139936,0.242098689321904,"414/91107/2288/6812",4
"C0279592","Adult T Acute Lymphoblastic Leukemia","2/95","102/21671",0.0738952567046364,0.276353197139936,0.242098689321904,"613/3855",2
"C0200665","Platelet mean volume determination (procedure)","3/95","223/21671",0.0748622804183439,0.276353197139936,0.242098689321904,"9911/57419/5270",3
"C0022116","Ischemia","2/95","103/21671",0.0751501725341886,0.276353197139936,0.242098689321904,"5328/1958",2
"C0028840","Ocular Hypertension","2/95","103/21671",0.0751501725341886,0.276353197139936,0.242098689321904,"2288/2324",2
"C0206743","Rhabdoid Tumor","2/95","103/21671",0.0751501725341886,0.276353197139936,0.242098689321904,"613/3778",2
"C0270549","Generalized Anxiety Disorder","2/95","103/21671",0.0751501725341886,0.276353197139936,0.242098689321904,"414/3855",2
"C3665593","Melanocytic nevus of skin","2/95","103/21671",0.0751501725341886,0.276353197139936,0.242098689321904,"3198/23705",2
"C0003460","Anuria","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"5328",1
"C0020595","Hypoaldosteronism","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"79017",1
"C0025221","Meleda Disease","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"5328",1
"C0035457","Rhinitis, Allergic, Perennial","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"729230",1
"C0206142","Eosinophilic leukemia","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"613",1
"C0206709","Cystadenoma, Serous","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"6382",1
"C0263420","Hyperkeratosis lenticularis perstans","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"1071",1
"C0740985","Acute anaemia","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"3855",1
"C0848771","neurological disability","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"729230",1
"C0857836","JC virus infection","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"1958",1
"C1335929","Schwannomatosis","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"4782",1
"C1402291","Pigmented lesions","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"3662",1
"C1704429","Hypoalphalipoproteinemia, Familial","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"1071",1
"C1706412","Lipidemias","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"1071",1
"C1833225","Dystrophic toenail","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"10804",1
"C3541517","ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"10804",1
"C3888065","ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"10804",1
"C4021761","Morphological abnormality of the pyramidal tract","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"3748",1
"C4023499","Generalized clonic seizures","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"6812",1
"C4317171","Adolescent Obesity","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"1071",1
"C4759295","Non-metastatic prostate cancer","1/95","18/21671",0.0760634327636599,0.276353197139936,0.242098689321904,"5328",1
"C0598589","Inherited neuropathies","2/95","104/21671",0.076411927283546,0.276430510650188,0.242166419674556,"3748/29851",2
"C3887524","Skin Erosion","3/95","225/21671",0.0764360980733391,0.276430510650188,0.242166419674556,"414/729230/57419",3
"C0266470","Cerebellar Hypoplasia","3/95","226/21671",0.0772285042627682,0.276430510650188,0.242166419674556,"9215/10804/114034",3
"C0009691","Congenital cataract","2/95","105/21671",0.0776804383874488,0.276430510650188,0.242166419674556,"10253/4047",2
"C0023479","Acute myelomonocytic leukemia","2/95","105/21671",0.0776804383874488,0.276430510650188,0.242166419674556,"613/930",2
"C1142533","Smooth philtrum","2/95","105/21671",0.0776804383874488,0.276430510650188,0.242166419674556,"613/5792",2
"C0085636","Photophobia","3/95","227/21671",0.078024555697504,0.276430510650188,0.242166419674556,"25794/10804/5333",3
"C0151611","Electroencephalogram abnormal","3/95","227/21671",0.078024555697504,0.276430510650188,0.242166419674556,"9215/6812/3778",3
"C0029172","Oral Submucous Fibrosis","2/95","106/21671",0.0789556238592746,0.276430510650188,0.242166419674556,"7108/1958",2
"C0751356","Idiopathic Inflammatory Myopathies","2/95","106/21671",0.0789556238592746,0.276430510650188,0.242166419674556,"729230/640",2
"C1956257","Pulmonary Stenosis","2/95","106/21671",0.0789556238592746,0.276430510650188,0.242166419674556,"414/2239",2
"C2676033","Hepatoblastoma Caused By Somatic Mutation","2/95","106/21671",0.0789556238592746,0.276430510650188,0.242166419674556,"5328/23705",2
"C0026691","Mucocutaneous Lymph Node Syndrome","4/95","370/21671",0.0797715967330893,0.276430510650188,0.242166419674556,"79017/729230/640/6382",4
"C0019625","Sinus histiocytosis","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"729230",1
"C0027441","Nasopharyngitis","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"613",1
"C0029001","Onchocerciasis","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"2288",1
"C0042880","Vitamin K Deficiency","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"64077",1
"C0152415","Ankyloglossia","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"613",1
"C0206752","Alphavirus Infections","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"729230",1
"C0235889","Arthritis aggravated","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"2288",1
"C0264936","Secondary pulmonary hypertension","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"51327",1
"C0334660","Angioendotheliomatosis","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"3662",1
"C0457133","Muscle eye brain disease","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"9215",1
"C0574002","Edema of foot (finding)","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"2324",1
"C0854988","Adenocarcinoma of lung, stage IV","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"3855",1
"C0856120","Multiple sclerosis relapse","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"930",1
"C1260880","Rhinorrhea","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"5328",1
"C1512508","Human herpesvirus 8 infection","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"1943",1
"C1561989","Limbal stem cell deficiency","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"3855",1
"C1844554","Absent fingernail","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"613",1
"C1850889","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"26509",1
"C1865841","Flared iliac wings","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"2239",1
"C1969156","EEG with burst suppression","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"6812",1
"C2987145","Pancreatic Intraepithelial Neoplasia-3","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"23705",1
"C4023681","Delayed fine motor development","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"3778",1
"C4025773","Aplasia/Hypoplasia involving the skeletal musculature","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"9215",1
"C4073168","Abnormal lactate dehydrogenase activity","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"9215",1
"C4518333","Clear cell papillary renal cell carcinoma","1/95","19/21671",0.080117096176926,0.276430510650188,0.242166419674556,"3855",1
"C0178468","Autoimmune thyroid disease","2/95","107/21671",0.0802374022876408,0.276479408676328,0.242209256696749,"640/29851",2
"C0007117","Basal cell carcinoma","2/95","108/21671",0.0815256928330264,0.280547463447865,0.245773068291735,"3662/60468",2
"C0020981","Angioimmunoblastic Lymphadenopathy","2/95","109/21671",0.0828204152244099,0.281410763084438,0.24652936028571,"3662/29851",2
"C0079541","Holoprosencephaly","2/95","109/21671",0.0828204152244099,0.281410763084438,0.24652936028571,"9215/4047",2
"C1332922","Cervical Squamous Intraepithelial Neoplasia","2/95","109/21671",0.0828204152244099,0.281410763084438,0.24652936028571,"729230/23705",2
"C0007820","Cerebrovascular Disorders","3/95","233/21671",0.0828765777981198,0.281410763084438,0.24652936028571,"1071/5328/1511",3
"C2347747","Adult Classical Hodgkin Lymphoma","3/95","233/21671",0.0828765777981198,0.281410763084438,0.24652936028571,"930/23205/3662",3
"C0376634","Craniofacial Abnormalities","3/95","234/21671",0.083697726065345,0.281410763084438,0.24652936028571,"10253/3198/2239",3
"C0860603","Anxiety symptoms","2/95","110/21671",0.0841214897559275,0.281410763084438,0.24652936028571,"2166/3855",2
"C0026205","Miosis disorder","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"2324",1
"C0038441","Stress Disorders, Traumatic","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"414",1
"C0265319","Fibrous skin tumor of tuberous sclerosis","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"5333",1
"C0266052","Precocious exfoliation of primary tooth","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"126695",1
"C0266267","Congenital hypoplasia of pancreas","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"640",1
"C0394006","Dysequilibrium syndrome","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"10804",1
"C0473527","Hypoalphalipoproteinemias","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"1071",1
"C0729777","Corneal Infection","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"6382",1
"C0865424","Adult attention deficit hyperactivity disorder","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"3855",1
"C0948387","Secondary Adrenal Insufficiency","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"1071",1
"C1301359","Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"613",1
"C1334634","Mature B-Cell Non-Hodgkin Lymphoma","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"3662",1
"C1879312","Agyria","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"9215",1
"C2745948","Hyalinosis, Systemic","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"10253",1
"C4721508","Hamman-Rich Disease","1/95","20/21671",0.0841531610145018,0.281410763084438,0.24652936028571,"5328",1
"C0018965","Hematuria","3/95","235/21671",0.0845223987398778,0.282283139381258,0.24729360387052,"5328/10253/3855",3
"C0001403","Addison Disease","2/95","111/21671",0.0854288372835472,0.283214902558785,0.248109873218485,"60468/7108",2
"C0242231","Coronary Stenosis","2/95","111/21671",0.0854288372835472,0.283214902558785,0.248109873218485,"1071/729230",2
"C0272286","Thrombocytopenia due to platelet alloimmunization","2/95","111/21671",0.0854288372835472,0.283214902558785,0.248109873218485,"930/3662",2
"C1853237","Isolated cases","2/95","111/21671",0.0854288372835472,0.283214902558785,0.248109873218485,"4692/114034",2
"C0262655","Recurrent urinary tract infection","3/95","237/21671",0.0861822555637118,0.283214902558785,0.248109873218485,"613/729230/3778",3
"C0266435","Congenital hypoplasia of penis","3/95","237/21671",0.0861822555637118,0.283214902558785,0.248109873218485,"9215/25794/2239",3
"C0162311","Androgenetic Alopecia","2/95","112/21671",0.0867423792217623,0.283214902558785,0.248109873218485,"79017/3662",2
"C0375206","Hemiplegia/hemiparesis","2/95","112/21671",0.0867423792217623,0.283214902558785,0.248109873218485,"9215/10804",2
"C0002874","Aplastic Anemia","3/95","238/21671",0.0870174086773908,0.283214902558785,0.248109873218485,"930/729230/3855",3
"C3875321","Inflammatory dermatosis","4/95","382/21671",0.0872584218513317,0.283214902558785,0.248109873218485,"930/729230/6382/2324",4
"C0003257","Antibody Deficiency Syndrome","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"29851",1
"C0020450","Hyperemesis Gravidarum","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3855",1
"C0026265","Diseases of mitral valve","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"57419",1
"C0085399","Ehrlichiosis","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"25794",1
"C0085400","Neurofibrillary degeneration (morphologic abnormality)","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"5328",1
"C0149779","Somatization","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3855",1
"C0233488","Feeling despair","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"9456",1
"C0235222","Diastolic hypertension","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3778",1
"C0265221","Walker-Warburg congenital muscular dystrophy","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"9215",1
"C0265287","Acromicric Dysplasia","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"4692",1
"C0311277","Obesity, Abdominal","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"4692",1
"C0333980","Focal Nodular Hyperplasia","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3855",1
"C0349489","Fetal Hypoxia","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"1958",1
"C0521839","Influenza-like illness","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"729230",1
"C0751748","Nonketotic Hyperglycinemia","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"930",1
"C0752355","Myotonia Fluctuans (disorder)","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3662",1
"C0855090","B-cell lymphoma refractory","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"930",1
"C1720771","Testicular Hydrocele","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"2324",1
"C1850601","Abnormality of brainstem morphology","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"3198",1
"C1856660","Abnormality of the helix","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"2239",1
"C4024809","Chorioretinal dysplasia","1/95","21/21671",0.0881717028695489,0.283214902558785,0.248109873218485,"9215",1
"C3888194","MIXED LINEAGE LEUKEMIA","3/95","240/21671",0.0886980862476604,0.284490682726864,0.24922751799246,"613/930/23705",3
"C0751955","Brain Infarction","2/95","114/21671",0.0893877347608561,0.284490682726864,0.24922751799246,"2324/1511",2
"C0030809","Pemphigus Vulgaris","2/95","115/21671",0.0907193939538276,0.284490682726864,0.24922751799246,"5328/29851",2
"C0242584","Autoimmune thrombocytopenia","2/95","115/21671",0.0907193939538276,0.284490682726864,0.24922751799246,"930/3662",2
"C1963943","Atherothrombosis","2/95","115/21671",0.0907193939538276,0.284490682726864,0.24922751799246,"1071/5270",2
"C0576226","Short foot","2/95","116/21671",0.0920569387350894,0.284490682726864,0.24922751799246,"4692/2239",2
"C3279222","Aplasia/Hypoplasia of the cerebellum","2/95","116/21671",0.0920569387350894,0.284490682726864,0.24922751799246,"9215/6812",2
"C0011052","Prelingual Deafness","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"10804",1
"C0024221","Lymphangioma","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"2324",1
"C0028797","Occupational Diseases","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"7108",1
"C0041182","Trophoblastic Neoplasms","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"3855",1
"C0155616","Secondary hypertension","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"2166",1
"C0221766","Diastasis recti","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"2239",1
"C0238286","Mucolipidosis Type IV","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"10804",1
"C0266525","Irido-corneal dysgenesis","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"414",1
"C0268281","Infantile neuronal ceroid lipofuscinosis","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"6812",1
"C0342883","Cholesteryl Ester Transfer Protein Deficiency","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"1071",1
"C0376407","Granulomatous Slack Skin","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"3662",1
"C0392702","Abnormal involuntary movement","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"4129",1
"C0432487","Post-transplant lymphoproliferative disorder","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"930",1
"C0524611","Cryptogenic Chronic Hepatitis","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"3855",1
"C1336538","Supratentorial Embryonal Tumor, Not Otherwise Specified","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"613",1
"C1443892","Chronic Q Fever","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"4047",1
"C1848641","Profound sensorineural hearing loss","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"10804",1
"C2827362","Myeloid/Lymphoid Neoplasms with FGFR1 Rearrangement","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"613",1
"C3809768","IMMUNODEFICIENCY 13","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"79017",1
"C3826457","Diabetes in children","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"29851",1
"C3890429","Liquid Tumor","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"930",1
"C4082144","Metatarsal Valgus","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"9215",1
"C4288936","Hyperkalemic Mineralocorticoid Resistance","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"3778",1
"C4289792","Chronic Active EBV Infection of T-and NK-Cell Type, Systemic Form","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"23205",1
"C4290140","recurrent myocardial infarction","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"1071",1
"C4525060","Refractory Lymphoma","1/95","22/21671",0.0921727970140012,0.284490682726864,0.24922751799246,"930",1
"C3642347","Basal-Like Breast Carcinoma","3/95","245/21671",0.0929595441223978,0.285293542633007,0.249930861876294,"729230/5328/2324",3
"C1290884","Inflammatory disorder","4/95","391/21671",0.0930910021237389,0.285293542633007,0.249930861876294,"4129/60468/122618/7108",4
"C0085109","Corneal Neovascularization","2/95","117/21671",0.0934002932627673,0.285293542633007,0.249930861876294,"10804/59277",2
"C0851140","Carcinoma in situ of uterine cervix","2/95","117/21671",0.0934002932627673,0.285293542633007,0.249930861876294,"23705/2324",2
"C0220650","Metastatic malignant neoplasm to brain","4/95","392/21671",0.0937503836348757,0.285293542633007,0.249930861876294,"729230/3778/6382/1958",4
"C0042164","Uveitis","3/95","247/21671",0.0946876988786421,0.285293542633007,0.249930861876294,"7108/5792/29851",3
"C0033300","Progeria","2/95","118/21671",0.0947493822340375,0.285293542633007,0.249930861876294,"79017/3778",2
"C1860834","Infantile muscular hypotonia","2/95","118/21671",0.0947493822340375,0.285293542633007,0.249930861876294,"9215/6812",2
"C0003862","Arthralgia","3/95","248/21671",0.095556763163393,0.285293542633007,0.249930861876294,"115650/930/29851",3
"C1510472","Drug Dependence","3/95","248/21671",0.095556763163393,0.285293542633007,0.249930861876294,"2166/9456/11343",3
"C0279583","Childhood T Acute Lymphoblastic Leukemia","2/95","119/21671",0.0961041308819414,0.285293542633007,0.249930861876294,"613/3855",2
"C0007302","Cartilage Diseases","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"729230",1
"C0008733","Chylothorax","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2324",1
"C0011757","Developmental Coordination Disorder","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"414",1
"C0017689","Glucagonoma","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2864",1
"C0036363","Schizotypal Personality Disorder","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3855",1
"C0085625","Hypoalgesia","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2166",1
"C0242006","Myelofibrosis due to another disorder","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"613",1
"C0270327","Bedwetting","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3855",1
"C0342273","Transient neonatal diabetes mellitus","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"640",1
"C0376329","New Variant Creutzfeldt-Jakob Disease","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"51327",1
"C0431376","Cobblestone Lissencephaly","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"9215",1
"C0475801","Leukemia, Prolymphocytic, B-Cell","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"1511",1
"C0549393","Alcohol problem","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2166",1
"C1266086","Polymorphous low grade adenocarcinoma","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3855",1
"C1709656","Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3662",1
"C1849923","Generalized hypopigmentation","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"4692",1
"C1856749","Aplastic/hypoplastic toenail","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2239",1
"C1865313","Speech articulation difficulties","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3778",1
"C1865992","Short hallux","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"2239",1
"C4023683","EEG with spike-wave complexes","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"6812",1
"C4025690","Prenatal maternal abnormality","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"3778",1
"C4025835","Abnormal nasolacrimal system morphology","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"10804",1
"C4721952","Familial Idiopathic Pulmonary Fibrosis","1/95","23/21671",0.0961565183999156,0.285293542633007,0.249930861876294,"5328",1
"C0917798","Cerebral Ischemia","2/95","120/21671",0.0974644649722178,0.288744640999204,0.252954189993443,"5328/1958",2
"C0206708","Cervical Intraepithelial Neoplasia","4/95","398/21671",0.0977535934465694,0.288744640999204,0.252954189993443,"729230/3778/3855/23705",4
"C0037116","Silicosis","2/95","121/21671",0.0988303108001515,0.288744640999204,0.252954189993443,"7108/1958",2
"C0236736","Cocaine-Related Disorders","2/95","121/21671",0.0988303108001515,0.288744640999204,0.252954189993443,"9456/1958",2
"C0275524","Coinfection","3/95","252/21671",0.0990658886124025,0.288744640999204,0.252954189993443,"729230/6812/1958",3
"C0153594","Malignant neoplasm of testis","3/95","253/21671",0.0999513056394357,0.288744640999204,0.252954189993443,"4692/79017/9121",3
"C0006325","Bruxism","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"6812",1
"C0022579","Keratoderma","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"10804",1
"C0037290","Skin Pigmentation","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"3662",1
"C0205204","Scab","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"613",1
"C0206711","Pilomatrixoma","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"6382",1
"C0236848","Age-related cognitive decline","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"4129",1
"C0264142","Spade-like hand","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"2239",1
"C0275911","Tuberculosis of intestines","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"6382",1
"C0342388","Adrenocorticotropic hormone (ACTH) deficiency (disorder)","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"1071",1
"C0521694","Atrophic retina","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"9215",1
"C0598784","Dyslipoproteinemias","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"1071",1
"C0856053","Leukemia secondary","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"613",1
"C0948242","Nuchal bleb, familial","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"1071",1
"C1533041","Primary congenital glaucoma","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"414",1
"C1704274","Intrauterine adhesions","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"6382",1
"C1836926","Bone spicule pigmentation of the retina","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"25794",1
"C1963961","Testosterone deficiency","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"1071",1
"C4048273","Chorioretinal atrophy","1/95","24/21671",0.100122941660818,0.288744640999204,0.252954189993443,"25794",1
